uid,x,y,name_jp,name_en,attribute,obj_name_en,obj_attributes,category,categories,importance,category_pin,contents,memo_jp,memo_en,updated_at,link_url_jp,link_url_en,link_anchor,marker_display_style,parent_uid,parent_type
p_1768554939,3475.060772,2576.086488,,,DEAD_BODY,,"{""source_category_id"": ""source_dead_body"", ""source_category_jp"": ""遺体"", ""source_category_en"": ""Dead Body""}",LEM,"[{""cat_id"": ""lem"", ""category"": ""LEM"", ""item_id"": ""Reprinter LEM"", ""item_name_jp"": ""レプリンターLEM"", ""item_name_en"": ""Reprinter LEM"", ""qty"": ""1"", ""attributes"": {""ランク"": ""下級""}}]",,DEAD_BODY,,,,2026-02-04T15:28:12,,,,,,
p_1768555244,4177.312426,2552.628639,,,DEAD_BODY,,"{""source_category_id"": ""source_dead_body"", ""source_category_jp"": ""遺体"", ""source_category_en"": ""Dead Body""}",戦時債権,"[{""cat_id"": ""war_bonds"", ""category"": ""戦時債権"", ""item_id"": ""War Bonds"", ""item_name_jp"": ""戦時債権"", ""item_name_en"": ""War Bonds"", ""qty"": ""15"", ""attributes"": {}}]",,DEAD_BODY,,,,2026-02-04T15:28:12,,,,,,
p_1768555272,4209.459593,2569.794136,,,MONOLITH,,"{""source_category_id"": ""source_monolith"", ""source_category_jp"": ""モノリス"", ""source_category_en"": ""Monolith""}",,,,MONOLITH,,,,2026-02-04T15:28:12,,,,,,
p_1768555309,4220.67241,2555.590948,,,DRONE_WRECK,,"{""source_category_id"": ""source_drone_wreck"", ""source_category_jp"": ""ドローンの残骸"", ""source_category_en"": ""Drone Wreck""}",交換アイテム,"[{""cat_id"": ""trade_item"", ""category"": ""交換アイテム"", ""item_id"": ""Damaged Energy Storage"", ""item_name_jp"": ""損傷したエネルギーストレージ"", ""item_name_en"": ""Damaged Energy Storage"", ""qty"": ""1"", ""attributes"": {""ポイント"": ""2000""}}]",,DRONE_WRECK,,,,2026-02-04T15:28:12,,,,,,
p_1768555330,4223.194772,2563.379908,,,DEAD_BODY,,"{""source_category_id"": ""source_dead_body"", ""source_category_jp"": ""遺体"", ""source_category_en"": ""Dead Body""}",,,,DEAD_BODY,,,,2026-02-04T15:28:12,,,,,,
p_1768555418,4209.747527,2497.992023,,,DEAD_BODY,,"{""source_category_id"": ""source_dead_body"", ""source_category_jp"": ""遺体"", ""source_category_en"": ""Dead Body""}",LEM,"[{""cat_id"": ""lem"", ""category"": ""LEM"", ""item_id"": ""Detoxifier LEM"", ""item_name_jp"": ""デトキシファイアーLEM"", ""item_name_en"": ""Detoxifier LEM"", ""qty"": ""1"", ""attributes"": {""ランク"": ""下級""}}]",,DEAD_BODY,,,,2026-02-04T15:28:12,,,,,,
p_1768555489,4452.116282,2442.239196,,,DEAD_BODY,,"{""source_category_id"": ""source_dead_body"", ""source_category_jp"": ""遺体"", ""source_category_en"": ""Dead Body""}",戦時債権,"[{""cat_id"": ""war_bonds"", ""category"": ""戦時債権"", ""item_id"": ""War Bonds"", ""item_name_jp"": ""戦時債権"", ""item_name_en"": ""War Bonds"", ""qty"": ""17"", ""attributes"": {}}]",,DEAD_BODY,,,,2026-02-04T15:28:12,,,,,,
p_1768555617,4723.288886,2430.274914,,,DEAD_BODY,,"{""source_category_id"": ""source_dead_body"", ""source_category_jp"": ""遺体"", ""source_category_en"": ""Dead Body""}",LEM,"[{""cat_id"": ""lem"", ""category"": ""LEM"", ""item_id"": ""Reprinter LEM"", ""item_name_jp"": ""レプリンターLEM"", ""item_name_en"": ""Reprinter LEM"", ""qty"": ""1"", ""attributes"": {""ランク"": ""上級""}}]",,DEAD_BODY,,,,2026-02-04T15:28:12,,,,,,
p_1768556109,5179.096711,2615.309488,,,DEAD_BODY,,"{""source_category_id"": ""source_dead_body"", ""source_category_jp"": ""遺体"", ""source_category_en"": ""Dead Body""}",LEM,"[{""cat_id"": ""lem"", ""category"": ""LEM"", ""item_id"": ""Slider LEM"", ""item_name_jp"": ""スライダーLEM"", ""item_name_en"": ""Slider LEM"", ""qty"": ""1"", ""attributes"": {""ランク"": ""上級""}}]",,DEAD_BODY,,,,2026-02-04T15:28:12,,,,,,
p_1768556263,5182.462258,2608.494676,レッドリーフオーバーライドアクセスカード,Redleaf Override Access Card,KEYCARD,,"{""source_category_id"": ""source_keycard"", ""source_category_jp"": ""キーカード"", ""source_category_en"": ""Keycard""}",,,,KEYCARD,,,,2026-05-10T10:24:56,,,,,,
p_1768556348,5188.407045,2615.080668,,,RUBBLE_PILE,,"{""source_category_id"": ""source_rubble_pile"", ""source_category_jp"": ""がれきの山"", ""source_category_en"": ""Rubble Pile""}",交換アイテム,"[{""cat_id"": ""trade_item"", ""category"": ""交換アイテム"", ""item_id"": ""Unknown Module"", ""item_name_jp"": ""不明なモジュール"", ""item_name_en"": ""Unknown Module"", ""qty"": ""1"", ""attributes"": {""ポイント"": ""2000""}}]",,RUBBLE_PILE,,,,2026-02-04T15:28:12,,,,,,
p_1768556410,5206.348324,2629.176135,,,DEAD_BODY,,"{""source_category_id"": ""source_dead_body"", ""source_category_jp"": ""遺体"", ""source_category_en"": ""Dead Body""}",戦時債権,"[{""cat_id"": ""war_bonds"", ""category"": ""戦時債権"", ""item_id"": ""War Bonds"", ""item_name_jp"": ""戦時債権"", ""item_name_en"": ""War Bonds"", ""qty"": ""15"", ""attributes"": {}}]",,DEAD_BODY,,,,2026-02-04T15:28:12,,,,,,
p_1768556535,5219.268296,2630.633906,,,STORAGE_BOX,,"{""source_category_id"": ""source_storage_box"", ""source_category_jp"": ""ストレージボックス"", ""source_category_en"": ""Storage Box""}",交換アイテム,"[{""cat_id"": ""trade_item"", ""category"": ""交換アイテム"", ""item_id"": ""Unknown Module"", ""item_name_jp"": ""不明なモジュール"", ""item_name_en"": ""Unknown Module"", ""qty"": ""1"", ""attributes"": {""ポイント"": ""2000""}}]",,STORAGE_BOX,,,,2026-02-04T15:28:12,,,,,,
p_1768557704,5284.863199,2413.788015,,,DEAD_BODY,,"{""source_category_id"": ""source_dead_body"", ""source_category_jp"": ""遺体"", ""source_category_en"": ""Dead Body""}",LEM,"[{""cat_id"": ""lem"", ""category"": ""LEM"", ""item_id"": ""Resurrector LEM"", ""item_name_jp"": ""レズレクターLEM"", ""item_name_en"": ""Resurrector LEM"", ""qty"": ""1"", ""attributes"": {""ランク"": ""中級""}}, {""cat_id"": ""war_bonds"", ""category"": ""戦時債権"", ""item_id"": ""War Bonds"", ""item_name_jp"": ""戦時債権"", ""item_name_en"": ""War Bonds"", ""qty"": ""15"", ""attributes"": {}}]",,DEAD_BODY,,,,2026-02-04T15:28:12,,,,,,
p_1768557913,5293.295871,2417.184108,エリス博士のセキュリティクリアランスカード,Dr’Ellis’ｓ Security Clearance Card,KEYCARD,,"{""source_category_id"": ""source_keycard"", ""source_category_jp"": ""キーカード"", ""source_category_en"": ""Keycard""}",,,,KEYCARD,,,,2026-05-10T10:23:25,,,,,,
p_1768558423,5178.105914,2517.779947,,,RUBBLE_PILE,,"{""source_category_id"": ""source_rubble_pile"", ""source_category_jp"": ""がれきの山"", ""source_category_en"": ""Rubble Pile""}",交換アイテム,"[{""cat_id"": ""trade_item"", ""category"": ""交換アイテム"", ""item_id"": ""Unknown Module"", ""item_name_jp"": ""不明なモジュール"", ""item_name_en"": ""Unknown Module"", ""qty"": ""1"", ""attributes"": {""ポイント"": ""2000""}}]",,RUBBLE_PILE,,,,2026-02-04T15:28:12,,,,,,
p_1768560132,4965.821427,2617.756361,,,STORAGE_BOX,,"{""source_category_id"": ""source_storage_box"", ""source_category_jp"": ""ストレージボックス"", ""source_category_en"": ""Storage Box""}",交換アイテム,"[{""cat_id"": ""trade_item"", ""category"": ""交換アイテム"", ""item_id"": ""Damaged Lab Dish"", ""item_name_jp"": ""損傷したシャーレ"", ""item_name_en"": ""Damaged Lab Dish"", ""qty"": ""1"", ""attributes"": {""ポイント"": ""5000""}}]",,STORAGE_BOX,,,,2026-02-04T15:28:12,,,,,,
p_1768560172,4959.281255,2621.274358,,,DEAD_BODY,,"{""source_category_id"": ""source_dead_body"", ""source_category_jp"": ""遺体"", ""source_category_en"": ""Dead Body""}",LEM,"[{""cat_id"": ""lem"", ""category"": ""LEM"", ""item_id"": ""Deatheater LEM"", ""item_name_jp"": ""デスイーターLEM"", ""item_name_en"": ""Deatheater LEM"", ""qty"": ""1"", ""attributes"": {""ランク"": ""下級""}}]",,DEAD_BODY,,,,2026-02-04T15:28:12,,,,,,
p_1768560292,4954.679404,2629.279655,パーキンス技師のセキュリティクリアランスカード,Eng. Perkins's Security Clearance Card,KEYCARD,,"{""source_category_id"": ""source_keycard"", ""source_category_jp"": ""キーカード"", ""source_category_en"": ""Keycard""}",,,,KEYCARD,,,,2026-05-10T11:27:37,,,,,,
p_1768560497,5234.873012,2747.051402,,,RUBBLE_PILE,,"{""source_category_id"": ""source_rubble_pile"", ""source_category_jp"": ""がれきの山"", ""source_category_en"": ""Rubble Pile""}",交換アイテム,"[{""cat_id"": ""trade_item"", ""category"": ""交換アイテム"", ""item_id"": ""Unknown Module"", ""item_name_jp"": ""不明なモジュール"", ""item_name_en"": ""Unknown Module"", ""qty"": ""1"", ""attributes"": {""ポイント"": ""2000""}}]",,RUBBLE_PILE,,,,2026-02-04T15:28:12,,,,,,
p_1768560579,5068.631925,2615.651445,,,RUBBLE_PILE,,"{""source_category_id"": ""source_rubble_pile"", ""source_category_jp"": ""がれきの山"", ""source_category_en"": ""Rubble Pile""}",交換アイテム,"[{""cat_id"": ""trade_item"", ""category"": ""交換アイテム"", ""item_id"": ""Unknown Casing"", ""item_name_jp"": ""不明なケース"", ""item_name_en"": ""Unknown Casing"", ""qty"": ""1"", ""attributes"": {""ポイント"": ""1000""}}]",,RUBBLE_PILE,,,,2026-02-04T15:28:12,,,,,,
p_1768560737,5239.084823,2802.562395,,,DEAD_BODY,,"{""source_category_id"": ""source_dead_body"", ""source_category_jp"": ""遺体"", ""source_category_en"": ""Dead Body""}",LEM,"[{""cat_id"": ""lem"", ""category"": ""LEM"", ""item_id"": ""Companion LEM"", ""item_name_jp"": ""コンパニオンLEM"", ""item_name_en"": ""Companion LEM"", ""qty"": ""1"", ""attributes"": {""ランク"": ""上級""}}, {""cat_id"": ""war_bonds"", ""category"": ""戦時債権"", ""item_id"": ""War Bonds"", ""item_name_jp"": ""戦時債権"", ""item_name_en"": ""War Bonds"", ""qty"": ""15"", ""attributes"": {}}]",,DEAD_BODY,,,,2026-02-04T15:28:12,,,,,,
p_1768560854,5210.618966,2853.005695,,,STORAGE_BOX,,"{""source_category_id"": ""source_storage_box"", ""source_category_jp"": ""ストレージボックス"", ""source_category_en"": ""Storage Box""}",戦時債権,"[{""cat_id"": ""war_bonds"", ""category"": ""戦時債権"", ""item_id"": ""War Bonds"", ""item_name_jp"": ""戦時債権"", ""item_name_en"": ""War Bonds"", ""qty"": ""15"", ""attributes"": {}}, {""cat_id"": ""trade_item"", ""category"": ""交換アイテム"", ""item_id"": ""Damaged Local Scanner"", ""item_name_jp"": ""損傷したローカルスキャナー"", ""item_name_en"": ""Damaged Local Scanner"", ""qty"": ""1"", ""attributes"": {""ポイント"": ""3500""}}]",,STORAGE_BOX,,,,2026-02-04T15:28:12,,,,,,
p_1768560895,5272.807028,2880.884087,,,DEAD_BODY,,"{""source_category_id"": ""source_dead_body"", ""source_category_jp"": ""遺体"", ""source_category_en"": ""Dead Body""}",戦時債権,"[{""cat_id"": ""war_bonds"", ""category"": ""戦時債権"", ""item_id"": ""War Bonds"", ""item_name_jp"": ""戦時債権"", ""item_name_en"": ""War Bonds"", ""qty"": ""15"", ""attributes"": {}}]",,DEAD_BODY,,,,2026-02-04T15:28:13,,,,,,
p_1768560993,5282.170819,2877.824012,,,DEAD_BODY,,"{""source_category_id"": ""source_dead_body"", ""source_category_jp"": ""遺体"", ""source_category_en"": ""Dead Body""}",LEM,"[{""cat_id"": ""lem"", ""category"": ""LEM"", ""item_id"": ""Reprinter LEM"", ""item_name_jp"": ""レプリンターLEM"", ""item_name_en"": ""Reprinter LEM"", ""qty"": ""1"", ""attributes"": {""ランク"": ""中級""}}]",,DEAD_BODY,,,,2026-02-04T15:28:13,,,,,,
p_1768561044,5240.333019,2872.489781,,,DEAD_BODY,,"{""source_category_id"": ""source_dead_body"", ""source_category_jp"": ""遺体"", ""source_category_en"": ""Dead Body""}",LEM,"[{""cat_id"": ""lem"", ""category"": ""LEM"", ""item_id"": ""Reprinter LEM"", ""item_name_jp"": ""レプリンターLEM"", ""item_name_en"": ""Reprinter LEM"", ""qty"": ""1"", ""attributes"": {""ランク"": ""中級""}}, {""cat_id"": ""trade_item"", ""category"": ""交換アイテム"", ""item_id"": ""Damaged Lab Dish"", ""item_name_jp"": ""損傷したシャーレ"", ""item_name_en"": ""Damaged Lab Dish"", ""qty"": ""1"", ""attributes"": {""ポイント"": ""5000""}}]",,DEAD_BODY,,,,2026-02-04T15:28:13,,,,,,
p_1768561096,5293.739934,2886.539244,,,PERSONAL_STORAGE,,"{""source_category_id"": ""source_personal_storage"", ""source_category_jp"": ""パーソナルストレージ"", ""source_category_en"": ""Personal Storage""}",交換アイテム,"[{""cat_id"": ""trade_item"", ""category"": ""交換アイテム"", ""item_id"": ""Damaged Lab Dish"", ""item_name_jp"": ""損傷したシャーレ"", ""item_name_en"": ""Damaged Lab Dish"", ""qty"": ""1"", ""attributes"": {""ポイント"": ""5000""}}]",,PERSONAL_STORAGE,,,,2026-02-04T15:28:13,,,,,,
p_1768561316,5282.361454,2889.156671,ディアズ博士のセキュリティクリアランスカード,Dr. Diaz's Security Clearance Card,KEYCARD,,"{""source_category_id"": ""source_keycard"", ""source_category_jp"": ""キーカード"", ""source_category_en"": ""Keycard""}",,,,KEYCARD,,,,2026-05-10T10:22:53,,,,,,
p_1768561352,5289.527275,2895.361109,,,STORAGE_BOX,,"{""source_category_id"": ""source_storage_box"", ""source_category_jp"": ""ストレージボックス"", ""source_category_en"": ""Storage Box""}",交換アイテム,"[{""cat_id"": ""trade_item"", ""category"": ""交換アイテム"", ""item_id"": ""Damaged Lab Dish"", ""item_name_jp"": ""損傷したシャーレ"", ""item_name_en"": ""Damaged Lab Dish"", ""qty"": ""1"", ""attributes"": {""ポイント"": ""5000""}}]",,STORAGE_BOX,,,,2026-02-04T15:28:13,,,,,,
p_1768561817,5191.7955,2607.052461,,,STORAGE_BOX,,"{""source_category_id"": ""source_storage_box"", ""source_category_jp"": ""ストレージボックス"", ""source_category_en"": ""Storage Box""}",設計図,"[{""cat_id"": ""blueprint"", ""category"": ""設計図"", ""item_id"": ""Turbine"", ""item_name_jp"": ""タービン"", ""item_name_en"": ""Turbine"", ""qty"": ""1"", ""attributes"": {}}, {""cat_id"": ""blueprint"", ""category"": ""設計図"", ""item_id"": ""Electromagnetic Coil"", ""item_name_jp"": ""電磁コイル"", ""item_name_en"": ""Electromagnetic Coil"", ""qty"": ""1"", ""attributes"": {}}, {""cat_id"": ""blueprint"", ""category"": ""設計図"", ""item_id"": ""Hardening Agent"", ""item_name_jp"": ""硬化剤"", ""item_name_en"": ""Hardening Agent"", ""qty"": ""1"", ""attributes"": {}}, {""cat_id"": ""blueprint"", ""category"": ""設計図"", ""item_id"": ""Valve"", ""item_name_jp"": ""バルブ"", ""item_name_en"": ""Valve"", ""qty"": ""1"", ""attributes"": {}}, {""cat_id"": ""war_bonds"", ""category"": ""戦時債権"", ""item_id"": ""War Bonds"", ""item_name_jp"": ""戦時債権"", ""item_name_en"": ""War Bonds"", ""qty"": ""60"", ""attributes"": {}}, {""cat_id"": ""trade_item"", ""category"": ""交換アイテム"", ""item_id"": ""Frame Memory Module"", ""item_name_jp"": ""フレームメモリモジュール"", ""item_name_en"": ""Frame Memory Module"", ""qty"": ""1"", ""attributes"": {""ポイント"": ""7000""}}]",,STORAGE_BOX,,,,2026-02-04T15:28:13,,,,,,
p_1768561962,5169.480751,2607.140275,,,DEAD_BODY,,"{""source_category_id"": ""source_dead_body"", ""source_category_jp"": ""遺体"", ""source_category_en"": ""Dead Body""}",LEM,"[{""cat_id"": ""lem"", ""category"": ""LEM"", ""item_id"": ""Scalper LEM"", ""item_name_jp"": ""スカルパーLEM"", ""item_name_en"": ""Scalper LEM"", ""qty"": ""1"", ""attributes"": {""ランク"": ""下級""}}]",,DEAD_BODY,,,,2026-02-04T15:28:13,,,,,,
p_1768562017,5216.838147,2643.804739,,,STORAGE_BOX,,"{""source_category_id"": ""source_storage_box"", ""source_category_jp"": ""ストレージボックス"", ""source_category_en"": ""Storage Box""}",戦時債権,"[{""cat_id"": ""war_bonds"", ""category"": ""戦時債権"", ""item_id"": ""War Bonds"", ""item_name_jp"": ""戦時債権"", ""item_name_en"": ""War Bonds"", ""qty"": ""15"", ""attributes"": {}}]",,STORAGE_BOX,,,,2026-02-04T15:28:13,,,,,,
p_1768562129,5299.876217,2402.454856,,,RUBBLE_PILE,,"{""source_category_id"": ""source_rubble_pile"", ""source_category_jp"": ""がれきの山"", ""source_category_en"": ""Rubble Pile""}",交換アイテム,"[{""cat_id"": ""trade_item"", ""category"": ""交換アイテム"", ""item_id"": ""Unknown Casing"", ""item_name_jp"": ""不明なケース"", ""item_name_en"": ""Unknown Casing"", ""qty"": ""1"", ""attributes"": {""ポイント"": ""1000""}}]",,RUBBLE_PILE,,,,2026-02-04T15:28:13,,,,,,
p_1768562352,4880.851474,3444.695254,,,DEAD_BODY,,"{""source_category_id"": ""source_dead_body"", ""source_category_jp"": ""遺体"", ""source_category_en"": ""Dead Body""}",,,,DEAD_BODY,,,,2026-02-04T15:28:13,,,,,,
p_1768562447,4755.443256,3441.793522,,,DRONE_WRECK,,"{""source_category_id"": ""source_drone_wreck"", ""source_category_jp"": ""ドローンの残骸"", ""source_category_en"": ""Drone Wreck""}",交換アイテム,"[{""cat_id"": ""trade_item"", ""category"": ""交換アイテム"", ""item_id"": ""Damaged Energy Storage"", ""item_name_jp"": ""損傷したエネルギーストレージ"", ""item_name_en"": ""Damaged Energy Storage"", ""qty"": ""1"", ""attributes"": {""ポイント"": ""2000""}}]",,DRONE_WRECK,,,,2026-02-04T15:28:13,,,,,,
p_1768562514,4960.851588,3731.834291,,,MONOLITH,,"{""source_category_id"": ""source_monolith"", ""source_category_jp"": ""モノリス"", ""source_category_en"": ""Monolith""}",,,,MONOLITH,,,,2026-02-04T15:28:13,,,,,,
p_1768562547,4902.417972,3659.724276,,,DEAD_BODY,,"{""source_category_id"": ""source_dead_body"", ""source_category_jp"": ""遺体"", ""source_category_en"": ""Dead Body""}",交換アイテム,"[{""cat_id"": ""trade_item"", ""category"": ""交換アイテム"", ""item_id"": ""Damaged Local Scanner"", ""item_name_jp"": ""損傷したローカルスキャナー"", ""item_name_en"": ""Damaged Local Scanner"", ""qty"": ""1"", ""attributes"": {""ポイント"": ""3500""}}]",,DEAD_BODY,,,,2026-02-04T15:28:13,,,,,,
p_1768562678,4893.051813,3759.917838,,,DEAD_BODY,,"{""source_category_id"": ""source_dead_body"", ""source_category_jp"": ""遺体"", ""source_category_en"": ""Dead Body""}",戦時債権,"[{""cat_id"": ""war_bonds"", ""category"": ""戦時債権"", ""item_id"": ""War Bonds"", ""item_name_jp"": ""戦時債権"", ""item_name_en"": ""War Bonds"", ""qty"": ""14"", ""attributes"": {}}]",,DEAD_BODY,,,,2026-02-04T15:28:13,,,,,,
p_1768562772,4892.827885,3941.434554,,,DRONE_WRECK,,"{""source_category_id"": ""source_drone_wreck"", ""source_category_jp"": ""ドローンの残骸"", ""source_category_en"": ""Drone Wreck""}",交換アイテム,"[{""cat_id"": ""trade_item"", ""category"": ""交換アイテム"", ""item_id"": ""Damaged Energy Storage"", ""item_name_jp"": ""損傷したエネルギーストレージ"", ""item_name_en"": ""Damaged Energy Storage"", ""qty"": ""1"", ""attributes"": {""ポイント"": ""2000""}}]",,DRONE_WRECK,,,,2026-02-04T15:28:13,,,,,,
p_1768562873,5079.596085,4313.875573,,,MONOLITH,,"{""source_category_id"": ""source_monolith"", ""source_category_jp"": ""モノリス"", ""source_category_en"": ""Monolith""}",,,,MONOLITH,,,,2026-02-04T15:28:13,,,,,,
p_1768562956,5044.392377,4312.143117,,,DEAD_BODY,,"{""source_category_id"": ""source_dead_body"", ""source_category_jp"": ""遺体"", ""source_category_en"": ""Dead Body""}",交換アイテム,"[{""cat_id"": ""trade_item"", ""category"": ""交換アイテム"", ""item_id"": ""Unknown Module"", ""item_name_jp"": ""不明なモジュール"", ""item_name_en"": ""Unknown Module"", ""qty"": ""1"", ""attributes"": {""ポイント"": ""2000""}}]",,DEAD_BODY,,,,2026-02-04T15:28:13,,,,,,
p_1768562988,4965.735456,4491.111161,,,GEO_SCANNER,,"{""source_category_id"": ""source_geo_scanner"", ""source_category_jp"": ""ジオスキャナー"", ""source_category_en"": ""Geo Scanner""}",,,,GEO_SCANNER,,,,2026-02-04T15:28:13,,,,,,
p_1768563039,5081.003471,4493.821435,,,DEAD_BODY,,"{""source_category_id"": ""source_dead_body"", ""source_category_jp"": ""遺体"", ""source_category_en"": ""Dead Body""}",戦時債権,"[{""cat_id"": ""war_bonds"", ""category"": ""戦時債権"", ""item_id"": ""War Bonds"", ""item_name_jp"": ""戦時債権"", ""item_name_en"": ""War Bonds"", ""qty"": ""10"", ""attributes"": {}}]",,DEAD_BODY,,,,2026-02-04T15:28:13,,,,,,
p_1768563172,4749.071386,4797.207562,,,DEAD_BODY,,"{""source_category_id"": ""source_dead_body"", ""source_category_jp"": ""遺体"", ""source_category_en"": ""Dead Body""}",LEM,"[{""cat_id"": ""lem"", ""category"": ""LEM"", ""item_id"": ""Detoxifier LEM"", ""item_name_jp"": ""デトキシファイアーLEM"", ""item_name_en"": ""Detoxifier LEM"", ""qty"": ""1"", ""attributes"": {""ランク"": ""下級""}}]",,DEAD_BODY,,,,2026-02-04T15:28:13,,,,,,
p_1768663274,3495.893475,7396.74113,,,DEAD_BODY,,"{""source_category_id"": ""source_dead_body"", ""source_category_jp"": ""遺体"", ""source_category_en"": ""Dead Body""}",戦時債権,"[{""cat_id"": ""war_bonds"", ""category"": ""戦時債権"", ""item_id"": ""War Bonds"", ""item_name_jp"": ""戦時債権"", ""item_name_en"": ""War Bonds"", ""qty"": ""8"", ""attributes"": {}}]",,DEAD_BODY,,,,2026-02-04T15:28:13,,,,,,
p_1768663427,3975.978731,7639.688274,,,DEAD_BODY,,"{""source_category_id"": ""source_dead_body"", ""source_category_jp"": ""遺体"", ""source_category_en"": ""Dead Body""}",LEM,"[{""cat_id"": ""lem"", ""category"": ""LEM"", ""item_id"": ""Shieldfixer LEM"", ""item_name_jp"": ""シールドフィクサーLEM"", ""item_name_en"": ""Shieldfixer LEM"", ""qty"": ""1"", ""attributes"": {""ランク"": ""中級""}}]",,DEAD_BODY,,,,2026-02-04T15:28:13,,,,,,
p_1768663505,4014.083636,7822.864342,,,DEAD_BODY,,"{""source_category_id"": ""source_dead_body"", ""source_category_jp"": ""遺体"", ""source_category_en"": ""Dead Body""}",戦時債権,"[{""cat_id"": ""war_bonds"", ""category"": ""戦時債権"", ""item_id"": ""War Bonds"", ""item_name_jp"": ""戦時債権"", ""item_name_en"": ""War Bonds"", ""qty"": ""8"", ""attributes"": {}}]",,DEAD_BODY,,,,2026-02-04T15:28:13,,,,,,
p_1768663657,3742.398134,7175.966404,,,DRONE_WRECK,,"{""source_category_id"": ""source_drone_wreck"", ""source_category_jp"": ""ドローンの残骸"", ""source_category_en"": ""Drone Wreck""}",交換アイテム,"[{""cat_id"": ""trade_item"", ""category"": ""交換アイテム"", ""item_id"": ""Damaged Logic Board"", ""item_name_jp"": ""損傷したロジックボード"", ""item_name_en"": ""Damaged Logic Board"", ""qty"": ""1"", ""attributes"": {""ポイント"": ""400""}}]",,DRONE_WRECK,,,,2026-02-04T15:28:13,,,,,,
p_1768723744,5539.319337,5002.606048,,,STORAGE_BOX,,"{""source_category_id"": ""source_storage_box"", ""source_category_jp"": ""ストレージボックス"", ""source_category_en"": ""Storage Box""}",設計図,"[{""cat_id"": ""blueprint"", ""category"": ""設計図"", ""item_id"": ""Pressure Tank"", ""item_name_jp"": ""加圧タンク"", ""item_name_en"": ""Pressure Tank"", ""qty"": ""1"", ""attributes"": {}}, {""cat_id"": ""blueprint"", ""category"": ""設計図"", ""item_id"": ""Condenser"", ""item_name_jp"": ""蓄電器"", ""item_name_en"": ""Condenser"", ""qty"": ""1"", ""attributes"": {}}, {""cat_id"": ""war_bonds"", ""category"": ""戦時債権"", ""item_id"": ""War Bonds"", ""item_name_jp"": ""戦時債権"", ""item_name_en"": ""War Bonds"", ""qty"": ""20"", ""attributes"": {}}]",,STORAGE_BOX,,,,2026-02-04T15:28:13,,,,,,
p_1768723835,5555.326557,4991.753706,,,DEAD_BODY,,"{""source_category_id"": ""source_dead_body"", ""source_category_jp"": ""遺体"", ""source_category_en"": ""Dead Body""}",LEM,"[{""cat_id"": ""lem"", ""category"": ""LEM"", ""item_id"": ""Endurancegiver LEM"", ""item_name_jp"": ""エンデュランスギバーLEM"", ""item_name_en"": ""Endurancegiver LEM"", ""qty"": ""1"", ""attributes"": {""ランク"": ""上級""}}, {""cat_id"": ""trade_item"", ""category"": ""交換アイテム"", ""item_id"": ""Damaged Specimen Sample"", ""item_name_jp"": ""損傷した標本サンプル"", ""item_name_en"": ""Damaged Specimen Sample"", ""qty"": ""1"", ""attributes"": {""ポイント"": ""4000""}}]",,DEAD_BODY,,,,2026-02-04T15:28:13,,,,,,
p_1768724437,5544.183441,5015.096518,,,STORAGE_BOX,,"{""source_category_id"": ""source_storage_box"", ""source_category_jp"": ""ストレージボックス"", ""source_category_en"": ""Storage Box""}",設計図,"[{""cat_id"": ""blueprint"", ""category"": ""設計図"", ""item_id"": ""Laser Emitter"", ""item_name_jp"": ""レーザーエミッター"", ""item_name_en"": ""Laser Emitter"", ""qty"": ""1"", ""attributes"": {}}, {""cat_id"": ""blueprint"", ""category"": ""設計図"", ""item_id"": ""Scanner"", ""item_name_jp"": ""スキャナー"", ""item_name_en"": ""Scanner"", ""qty"": ""1"", ""attributes"": {}}, {""cat_id"": ""war_bonds"", ""category"": ""戦時債権"", ""item_id"": ""War Bonds"", ""item_name_jp"": ""戦時債権"", ""item_name_en"": ""War Bonds"", ""qty"": ""２５"", ""attributes"": {}}]",,STORAGE_BOX,,,,2026-02-04T15:28:13,,,,,,
p_1768725394,5542.129649,4982.490747,,,CONSOLE,,"{""source_category_id"": ""source_console"", ""source_category_jp"": ""コンソール"", ""source_category_en"": ""Console""}",交換アイテム,"[{""cat_id"": ""trade_item"", ""category"": ""交換アイテム"", ""item_id"": ""Damaged Memory Core"", ""item_name_jp"": ""損傷したメモリーコア"", ""item_name_en"": ""Damaged Memory Core"", ""qty"": ""1"", ""attributes"": {""ポイント"": ""70000""}}, {""cat_id"": ""war_bonds"", ""category"": ""戦時債権"", ""item_id"": ""War Bonds"", ""item_name_jp"": ""戦時債権"", ""item_name_en"": ""War Bonds"", ""qty"": ""50"", ""attributes"": {}}, {""cat_id"": ""lem"", ""category"": ""LEM"", ""item_id"": ""Miner LEM"", ""item_name_jp"": ""マイナーLEM"", ""item_name_en"": ""Miner LEM"", ""qty"": ""1"", ""attributes"": {""ランク"": ""上級""}}]",,CONSOLE,,,,2026-02-04T15:28:13,,,,,,
p_1768741954,6058.527955,6276.234666,,,UNDERGROUND_CAVE,,"{""source_category_id"": ""source_underground_cave"", ""source_category_jp"": ""地下洞窟"", ""source_category_en"": ""Underground Cave""}",,,,UNDERGROUND_CAVE,,,,2026-02-04T15:28:13,,,,,,
